lei,ementa
"10.555, de 13.11.2002Publicada no DOU de 14.11.2002","Autoriza condições especiais para o crédito de valores iguais ou inferiores a R$ 100,00, de que trata a Lei Complementar n º"
"10.554, de 13.11.2002Publicada no DOU de 14.11.2002","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 36.365.000,00, para os fins que especifica."
"10.553, de 13.11.2002Publicada no DOU de 14.11.2002","Abre, em favor de Operações Oficiais de Crédito, crédito extraordinário no valor de R$ 380.905.883,00, para os fins que especifica."
"10.552, de 13.11.2002Publicada no DOU de 14.11.2002","Autoriza o Poder Executivo a contratar em nome da União operação de crédito interno e a conceder garantia da União a entidades da administração federal indireta, bem como a Estados, ao Distrito Federal, aos Municípios e às suas entidades da administração indireta, em operação de crédito interno, e dá outras providências."
"10.551, de 13.11.2002Publicada no DOU de 14.11.2002","Dispõe sobre a criação da Gratificação de Desempenho de Atividade de Controle e Segurança de Tráfego Aéreo - GDASA e da Gratificação Especial de Controle do Tráfego Aéreo - GECTA, e dá outras providências."
"10.550, de 13.11.2002Publicada no DOU de 14.11.2002","Dispõe sobre a estruturação da Carreira de Perito Federal Agrário, a criação da Gratificação de Desempenho de Atividade de Perito Federal Agrário - GDAPA e da Gratificação Especial de Perito Federal Agrário - GEPRA, e dá outras providências."
"10.549, de 13.11.2002Publicada no DOU de 14.11.2002","Dispõe sobre a remuneração dos cargos da Carreira de Procurador da Fazenda Nacional, e dá outras providências."
"10.548, de 13.11.2002Publicada no DOU de 14.11.2002",Altera a Lei n º
"10.547, de 12.11.2002Publicada no DOU de 13.11.2002","Altera ações dos programas Nosso Bairro, Morar Melhor e Gestão da Política de Desenvolvimento Urbano constantes do Plano Plurianual para o período 2000 - 2003."
"10.546, de 12.11.2002Publicada no DOU de 13.11.2002","Abre ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito suplementar no valor de R$ 5.600.000,00, para reforço de dotação orçamentária consignada no vigente orçamento."
"10.545, de 12.11.2002Publicada no DOU de 13.11.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Fazenda, do Desenvolvimento, Indústria e Comércio Exterior e do Planejamento, Orçamento e Gestão, crédito suplementar no valor global de R$ 110.187.191,00, para reforço de dotações consignadas no vigente orçamento."
"10.544, de 12.11.2002Publicada no DOU de 13.11.2002","Abre ao Orçamento da Seguridade Social da União crédito suplementar no valor de R$ 467.434,00, em favor do Ministério da Previdência e Assistência Social, para reforço de dotações constantes do orçamento vigente."
"10.543, de 12.11.2002Publicada no DOU de 13.11.2002","Abre ao Orçamento Fiscal da União, em favor do Ministério da Justiça, crédito suplementar no valor de R$ 2.080.000,00 para reforço de dotações consignadas no vigente orçamento."
"10.542, de 12.11.2002Publicada no DOU de 13.11.2002","Abre crédito extraordinário, no valor de R$ 326.075.000,00, em favor do Ministério de Minas e Energia, para os fins que especifica."
"10.541, de 7.11.2002Publicada no DOU de 8.11.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos dos Poderes Legislativo, Executivo e Judiciário e do Ministério Público da União, crédito suplementar no valor global de R$ 3.201.123.539,00 para reforço de dotações consignadas na Lei Orçamentária vigente."
"10.540, de 1º.10.2002Publicada no DOU de 2.10.2002","Altera a Lei nº 5.917, de 10 de setembro de 1973 , que ""aprova o Plano Nacional de Viação"", de modo a incluir, na Relação Descritiva das Rodovias do Sistema Rodoviário Federal, a interligação das rodovias federais BR-405 e BR-116, com extremos localizados, respectivamente, nos Estados do Rio Grande do Norte e do Ceará."
"10.539, de 23.9.2002Publicada no DOU de 24.9.2002","Dispõe sobre a estruturação de órgãos, cria cargos em comissão no âmbito do Poder Executivo Federal, e dá outras providências. Mensagem de veto"
"10.538, de 27.8.2002Publicada no DOU de 28.8.2002","Abre ao Orçamento Fiscal da União, em favor de Encargos Financeiros da União, crédito especial no valor de R$ 500.000.000,00 para os fins que especifica."
"10.537, de 27.8.2002Publicada no DOU de 28.8.2002","Altera os arts. 789 e 790 da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, sobre custas e emolumentos da Justiça do Trabalho, e acrescenta os arts. 789-A, 789-B, 790-A e 790-B."
"10.536, de 14.8.2002Publicada no DOU de 15.8.2002","Altera dispositivos da Lei nº 9.140, de 4 de dezembro de 1995 , que reconhece como mortas pessoas desaparecidas em razão de participação, ou de acusação de participação, em atividades políticas, no período de 2 de setembro de 1961 a 15 de agosto de 1979, e dá outras providências."
"10.535, de 12.8.2002Publicada no DOU de 13.8.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Defesa, crédito suplementar no valor de R$ 48.000.000,00, para reforço de dotações consignadas nos vigentes orçamentos."
"10.534, de 12.8.2002Publicada no DOU de 13.8.2002","Abre ao Orçamento Fiscal da União, em favor do Ministério da Justiça e do Ministério das Relações Exteriores, crédito suplementar no valor global de R$ 209.280.539,00 para reforço de dotações consignadas no vigente orçamento."
"10.533, de 12.8.2002Publicada no DOU de 13.8.2002","Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Previdência e Assistência Social, crédito suplementar no valor de R$ 10.000.000,00, para reforço de dotação consignada no vigente orçamento."
"10.532, de 12.8.2002Publicada no DOU de 13.8.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Educação, crédito suplementar no valor de R$ 79.276.270,00, para reforço de dotações consignadas no orçamento vigente."
"10.531, de 12.8.2002Publicada no DOU de 13.8.2002","Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento, Indústria e Comércio Exterior, crédito especial no valor de R$ 77.217.464,00, para os fins que especifica."
"10.530, de 12.8.2002Publicada no DOU de 13.8.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério de Minas e Energia e do Ministério da Defesa, crédito especial no valor global de R$ 9.664.614,00, para os fins que especifica."
"10.529, de 12.8.2002Publicada no DOU de 13.8.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos dos Poderes Legislativo, Executivo e Judiciário e do Ministério Público da União, crédito suplementar no valor global de R$ 2.606.057.783,00 para reforço de dotações consignadas nos orçamentos vigentes."
"10.528, de 8.8.2002Publicada no DOU de 9.8.2002","Abre ao Orçamento Fiscal da União crédito suplementar no valor de R$ 50.000.000,00, em favor da Justiça Eleitoral, para reforço de dotações constantes do orçamento vigente."
"10.527, de 8.8.2002Publicada no DOU de 9.8.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Tribunal de Contas da União, dos órgãos do Poder Judiciário e do Ministério Público da União, crédito suplementar no valor global de R$ 546.661.876,00, para reforço de dotações consignadas nos orçamentos vigentes."
"10.526, de 6.8.2002Publicada no DOU de 7.8.2002","Abre crédito extraordinário, em favor da Justiça do Trabalho e do Ministério da Integração Nacional, no valor global de R$ 124.210.542,00, para os fins que especifica."
"10.525, de 6.8.2002Publicada no DOU de 7.8.2002","Dispõe sobre o salário mínimo a partir de 1º de abril de 2002, e dá outras providências."
"10.524, de 25.7.2002Publicada no DOU de 26.7.2002",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2003 e dá outras providências. Mensagem de veto
"10.523, de 23.7.2002Publicada no DOU de 24.7.2002","Cria e transforma, no Quadro Permanente de Pessoal da Secretaria do Tribunal Regional do Trabalho da 9ª Região, os cargos que menciona e dá outras providências."
"10.522, de 19.7.2002Publicada no DOU de 22.7.2002",Dispõe sobre o Cadastro Informativo dos créditos não quitados de órgãos e entidades federais e dá outras providências. Mensagem de veto
"10.521, de 18.7.2002Publicada no DOU de 19.7.2002",Assegura a instalação de Municípios criados por Lei Estadual.
"10.520, de 17.7.2002Publicada no DOU de 18.7.2002","Institui, no âmbito da União, Estados, Distrito Federal e Municípios, nos termos do art. 37, inciso XXI, da Constituição Federal, modalidade de licitação denominada pregão, para aquisição de bens e serviços comuns, e dá outras providências. Mensagem de veto"
"10.519, de 17.7.2002Publicada no DOU de 18.7.2002",Dispõe sobre a promoção e a fiscalização da defesa sanitária animal quando da realização de rodeio e dá outras providências.
"10.518, de 12.7.2002Publicada no DOU de 15.7.2002","Abre ao Orçamento de Investimento, para 2002, em favor do Banco da Amazônia S.A., crédito especial no valor de R$ 3.824.838,00, para os fins que especifica."
"10.517, de 11.7.2002Publicada no DOU de 12.7.2002","Acrescenta dispositivos à Lei nº 9.503, de 23 de setembro de 1997 , que institui o Código de Trânsito Brasileiro, para permitir o uso de semi-reboque acoplado a motocicleta ou motoneta, nas condições que estabelece."
"10.516, de 11.7.2002Publicada no DOU de 12.7.2002",Institui a CARTEIRA NACIONAL DE SAÚDE DA MULHER. Mensagem de veto
"10.515, de 11.7.2002Publicada no DOU de 12.7.2002",Institui o 12 de agosto como Dia Nacional da Juventude.
"10.514, de 11.7.2002Publicada no DOU de 12.7.2002","Abre ao Orçamento Fiscal da União crédito suplementar no valor global de R$ 49.637.005,00, em favor da Justiça Eleitoral, Justiça do Trabalho e Presidência da República, para reforço de dotações constantes do orçamento vigente."
"10.513, de 11.7.2002Publicada no DOU de 12.7.2002","Abre ao Orçamento de Investimento, para 2002, em favor de diversas empresas, crédito suplementar no valor total de R$ 4.125.562,00, para os fins que especifica."
"10.512, de 11.7.2002Publicada no DOU de 12.7.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União crédito suplementar no valor global de R$ 20.571.084,00, em favor de diversos Órgãos do Poder Judiciário e do Ministério Público da União, para reforço de dotações constantes do orçamento vigente."
"10.511, de 11.7.2002Publicada no DOU de 12.7.2002",Altera o Quadro VI da Lei n º
"10.510, de 10.7.2002Publicada no DOU de 11.7.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Defesa e do Ministério da Justiça, crédito suplementar no valor global de R$ 76.329.780,00, para reforço de dotações consignadas no vigente orçamento."
"10.509, de 10.7.2002Publicada no DOU de 11.7.2002","Abre ao Orçamento Fiscal da União, em favor dos Ministérios de Minas e Energia e das Comunicações, crédito suplementar no valor global de R$ 48.283.434,00, para reforço de dotações consignadas no vigente orçamento."
"10.508, de 10.7.2002Publicada no DOU de 11.7.2002","Altera o inciso I do art. 2º da Lei nº 7.394, de 29 de outubro de 1985 ."
"10.507, de 10.7.2002Publicada no DOU de 11.7.2002",Cria a Profissão de Agente Comunitário de Saúde e dá outras providências.
"10.506, de 9.7.2002Publicada no DOU de 10.7.2002","Altera o art. 16 da Lei nº 8.935, de 18 de novembro de 1994, que regulamenta o art. 236 da Constituição Federal."
"10.505, de 8.7.2002Publicada no DOU de 9.7.2002","Dá a denominação de ""Aeroporto de Petrolina - Senador Nilo Coelho"" ao aeroporto da cidade de Petrolina, Estado de Pernambuco."
"10.504, de 8.7.2002Publicada no DOU de 9.7.2002",Dispõe sobre a criação do Dia Nacional do Consumidor.
"10.503, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento de Investimento, para 2002, em favor do Banco da Amazônia S.A., crédito suplementar no valor de R$ 11.279.608,00, para os fins que especifica."
"10.502, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União, em favor da Presidência da República, crédito suplementar no valor de R$ 45.745.500,00, para reforço de dotações constantes do orçamento vigente."
"10.501, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União crédito especial no valor de R$ 166.097.000,00, em favor do Ministério da Ciência e Tecnologia, para os fins que especifica."
"10.500, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União, em favor do Superior Tribunal de Justiça e do Ministério da Defesa, crédito especial no valor global de R$ 6.439.737,00, para os fins que especifica."
"10.499, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral e do Ministério da Agricultura, Pecuária e Abastecimento, crédito suplementar no valor global de R$ 155.300.000,00, para reforço de dotações consignadas no orçamento vigente."
"10.498, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União crédito suplementar no valor global de R$ 51.199.340,00, em favor do Ministério da Ciência e Tecnologia e do Ministério das Relações Exteriores, para reforço de dotações constantes do orçamento vigente."
"10.497, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Fazenda, do Desenvolvimento, Indústria e Comércio Exterior e do Planejamento, Orçamento e Gestão, crédito suplementar no valor global de R$ 13.340.000,00, para reforço de dotações consignadas no vigente orçamento."
"10.496, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União, em favor do Ministério da Educação, crédito especial no valor de R$ 3.000.000,00 para os fins que especifica."
"10.495, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito, crédito suplementar no valor de R$ 358.000.000,00, para reforço de dotação consignada no vigente orçamento."
"10.494, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento de Investimento, para 2002, em favor de diversas empresas, crédito especial no valor total de R$ 4.094.656,00, para os fins que especifica."
"10.493, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União crédito especial no valor global de R$ 3.474.618,00, em favor do Tribunal de Contas da União, da Justiça Eleitoral e da Justiça do Trabalho, para os fins que especifica."
"10.492, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento de Investimento, para 2002, em favor da Comercializadora Brasileira de Energia Emergencial - CBEE, crédito especial no valor de R$ 1.700.000,00, para os fins que especifica."
"10.491, de 8.7.2002Publicada no DOU de 9.7.2002","Abre ao Orçamento Fiscal da União, em favor do Ministério da Defesa, crédito suplementar no valor de R$ 360.000.000,00, para reforço de dotações constantes do orçamento vigente."
"10.490, de 5.7.2002Publicada no DOU de 5.7.2002 (Edição extra)","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Saúde, da Educação e do Esporte e Turismo, crédito suplementar no valor global de R$ 269.223.359,00, para reforço de dotações consignadas no vigente orçamento."
"10.489, de 5.7.2002Publicada no DOU de 5.7.2002 (Edição extra)","Abre ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito suplementar no valor de R$ 394.691.635,00, para reforço de dotações orçamentárias consignadas no vigente orçamento."
"10.488, de 5.7.2002Publicada no DOU de 5.7.2002 (Edição extra)","Abre ao Orçamento Fiscal da União, em favor do Ministério da Integração Nacional e do Ministério do Meio Ambiente, crédito suplementar no valor global de R$ 14.248.332,00, para reforço de dotações consignadas no vigente orçamento."
"10.487, de 4.7.2002Publicada no DOU de 5.7.2002",Altera a denominação da Faculdade Federal de Odontologia de Diamantina.
"10.486, de 4.7.2002Publicada no DOU de 4.7.2002 (Edição extra)",Dispõe sobre a remuneração dos militares do Distrito Federal e dá outras providências. Mensagem de veto
"10.485, de 3.7.2002Publicada no DOU de 4.7.2002","Dispõe sobre a incidência das contribuições para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (PIS/Pasep) e da Contribuição para o Financiamento da Seguridade Social (Cofins), nas hipóteses que menciona, e dá outras providências."
"10.484, de 3.7.2002Publicada no DOU de 4.7.2002","Dispõe sobre a criação da Gratificação de Desempenho de Atividade Técnica de Fiscalização Agropecuária - GDATFA, e dá outras providências."
"10.483, de 3.7.2002Publicada no DOU de 4.7.2002","Dispõe sobre a estruturação da Carreira da Seguridade Social e do Trabalho no âmbito da Administração Pública Federal, e dá outras providências."
"10.482, de 3.7.2002Publicada no DOU de 4.7.2002","Dispõe sobre os depósitos judiciais e extrajudiciais de tributos, no âmbito dos Estados e do Distrito Federal e dá outras providências."
"10.481, de 3.7.2002Publicada no DOU de 4.7.2002","Denomina ""Aeroporto de Porto Velho/Governador Jorge Teixeira de Oliveira"" o Aeroporto de Porto Velho, Estado de Rondônia."
"10.480, de 2.7.2002Publicada no DOU de 3.7.2002","Dispõe sobre o Quadro de Pessoal da Advocacia-Geral da União, a criação da Gratificação de Desempenho de Atividade de Apoio Técnico-Administrativo na AGU - GDAA, cria a Procuradoria-Geral Federal, e dá outras providências. Mensagem de veto"
"10.479, de 28.6.2002Publicada no DOU de 1º.7.2002","Dispõe sobre a remuneração dos integrantes das Carreiras de Diplomata, Oficial de Chancelaria e Assistente de Chancelaria, e dá outras providências."
"10.478, de 28.6.2002Publicada no DOU de 1º.7.2002","Dispõe sobre a complementação de aposentadorias de ferroviários da Rede Ferroviária Federal S.A. - RFFSA, em liquidação, e dá outras providências."
"10.477, de 27.6.2002Publicada no DOU de 28.6.2002",Dispõe sobre a remuneração dos membros do Ministério Público da União.
"10.476, de 27.6.2002Publicada no DOU de 28.6.2002","Altera dispositivos da Lei nº 9.953, de 4 de janeiro de 2000 , reestrutura a Carreira de Apoio Técnico-Administrativo do Ministério Público da União, e dá outras providências."
"10.475, de 27.6.2002Publicada no DOU de 28.6.2002","Altera dispositivos da Lei nº 9.421, de 24 de dezembro de 1996, e reestrutura as carreiras dos servidores do Poder Judiciário da União."
"10.474, de 27.6.2002Publicada no DOU de 28.6.2002",Dispõe sobre a remuneração da magistratura da União.
"10.473, de 27.6.2002Publicada no DOU de 28.6.2002",Institui a Fundação Universidade Federal do Vale do São Francisco. Mensagem de veto
"10.472, de 25.6.2002Publicada no DOU de 25.6.2002","Dispõe sobre posicionamento dos servidores ocupantes de cargos da Carreira de Especialista em Meio Ambiente na Tabela de Vencimentos instituída pela Lei nº 10.410, de 11 de janeiro de 2002."
"10.471, de 25.6.2002Publicada no DOU de 25.6.2002","Confere ao Governador Mário Covas a designação de ""Patrono do Turismo Nacional""."
"10.470, de 25.6.2002Publicada no DOU de 25.6.2002","Dispõe sobre a remuneração dos Cargos em Comissão de Natureza Especial - NES e do Grupo-Direção e Assessoramento Superiores - DAS, dos Cargos de Direção - CD e das Funções Gratificadas - FG das Instituições Federais de Ensino, e dá outras providências."
"10.469, de 25.6.2002Publicada no DOU de 25.6.2002",Institui o Dia Nacional de Luta pela Reforma Agrária.
"10.468, de 20.6.2002Publicada no DOU de 21.6.2002","Altera o art. 3º da Lei nº 4.069-A, de 12 de junho de 1962 , dando nova denominação à Universidade do Amazonas."
"10.467, de 11.6.2002Publicada no DOU de 12.6.2002","Acrescenta o Capítulo II-A ao Título XI do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, e dispositivo à Lei nº 9.613, de 3 de março de 1998 , que ""dispõe sobre os crimes de ‘lavagem’ ou ocultação de bens, direitos e valores; a prevenção da utilização do Sistema Financeiro para os ilícitos previstos nesta Lei, cria o Conselho de Controle de Atividades Financeiras (Coaf), e dá outras providências."
"10.466, de 29.5.2002Publicada no DOU de 31.5.2002",Dispõe sobre o Programa Grande Fronteira do Mercosul.
"10.465, de 27.5.2002Publicada no DOU de 28.5.2002","Institui o dia 25 de outubro como ""Dia Nacional da Saúde Bucal""."
"10.464, de 24.5.2002Publicada no DOU de 27.5.2002","Dispõe sobre a repactuação e o alongamento de dívidas oriundas de operações de crédito rural contratadas, sob a égide do Programa Especial de Crédito para a Reforma Agrária - PROCERA, do Programa Nacional de Fortalecimento da Agricultura Familiar - PRONAF, ou de outras fontes de recursos, por agricultores familiares, mini e pequenos agricultores, suas associações e cooperativas, e dá outras providências. Mensagem de veto"
"10.463, de 23.5.2002Publicada no DOU de 24.5.2002",Altera a sede e o foro da Indústrias Nucleares do Brasil S.A. - INB.
"10.462, de 23.5.2002Publicada no DOU de 24.5.2002","Abre crédito extraordinário, no valor global de R$ 209.600.000,00, em favor da Presidência da República e dos Ministérios de Minas e Energia, do Esporte e Turismo e da Integração Nacional, para os fins que especifica."
"10.461, de 17.5.2002Publicada no DOU de 20.5.2002","Acrescenta alínea ao inciso I do art. 23 da Lei nº 8.977, de 6 de janeiro de 1995, que dispõe sobre o Serviço de TV a Cabo, para incluir canal reservado ao Supremo Tribunal Federal."
"10.460, de 15.5.2002Publicada no DOU de 16.5.2002","Abre crédito extraordinário, em favor dos Ministérios de Minas e Energia e da Integração Nacional, no valor global de R$ 805.000.000,00, para os fins que especifica."
"10.459, de 15.5.2002Publicada no DOU de 16.5.2002","Prorroga a autorização de que trata a Lei nº 10.309, de 22 de novembro de 2001 , que dispõe sobre a assunção pela União de responsabilidades civis perante terceiros no caso de atentados terroristas ou atos de guerra contra aeronaves de empresas aéreas brasileiras."
"10.458, de 14.5.2002Publicada no DOU de 15.5.2002","Institui o Programa Bolsa-Renda para atendimento a agricultores familiares atingidos pelos efeitos da estiagem nos Municípios em estado de calamidade pública ou situação de emergência, e dá outras providências. Mensagem de veto"
"10.457, de 14.5.2002Publicada no DOU de 15.5.2002",Institui o Dia do Bacharel em Turismo.
"10.456, de 13.5.2002Publicada no DOU de 14.5.2002",Institui o Dia Nacional de Combate ao Glaucoma.
"10.455, de 13.5.2002Publicada no DOU de 14.5.2002","Modifica o parágrafo único do art. 69 da Lei nº 9.099, de 26 de setembro de 1995 . Mensagem de veto"
"10.454, de 13.5.2002Publicada no DOU de 14.5.2002","Dispõe sobre remissão da Contribuição para o Desenvolvimento da Indústria Cinematográfica - CONDECINE, de que trata a Medida Provisória nº 2.228-1, de 6 de setembro de 2001 , e dá outras providências."
"10.453, de 13.5.2002Publicada no DOU de 14.5.2002","Dispõe sobre subvenções ao preço e ao transporte do álcool combustível e subsídios ao preço do gás liqüefeito de petróleo - GLP, e dá outras providências."
"10.452, de 10.5.2002Publicada no DOU de 13.5.2002","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor da Presidência da República, crédito especial no valor de R$ 104.567.230,00, para os fins que especifica."
"10.451, de 10.5.2002Publicada no DOU de 13.5.2002",Altera a legislação tributária federal e dá outras providências.
"10.450, de 10.5.2002Publicada no DOU de 13.5.2002","Altera a denominação da ponte sobre o km 316,5 da BR-158/RS."
"10.449, de 9.5.2002Publicada no DOU de 10.5.2002",Dispõe sobre a comercialização de preservativos masculinos de látex de borracha.
"10.448, de 9.5.2002Publicada no DOU de 10.5.2002",Institui o Dia Nacional da Defensoria Pública.
"10.447, de 9.5.2002Publicada no DOU de 10.5.2002",Institui o Dia Nacional da Adoção.
"10.446, de 8.5.2002Publicada no DOU de 9.5.2002","Dispõe sobre infrações penais de repercussão interestadual ou internacional que exigem repressão uniforme, para os fins do disposto no inciso I do § 1º do art. 144 da Constituição ."
"10.445, de 7.5.2002Publicada no DOU de 8.5.2002","Altera dispositivos da Lei nº 8.457, de 4 de setembro de 1992."
"10.444, de 7.5.2002Publicada no DOU de 8.5.2002","Altera a Lei nº 5.869, de 11 de janeiro de 1973 - Código de Processo Civil."
"10.443, de 6.5.2002Publicada no DOU de 7.5.2002","Abre ao Orçamento de Investimento, para 2002, em favor da empresa Boa Vista Energia S.A. - BOVESA, crédito suplementar no valor de R$ 6.610.000,00, para os fins que especifica."
"10.442, de 6.5.2002Publicada no DOU de 7.5.2002","Abre ao Orçamento Fiscal da União, em favor do Ministério da Defesa, crédito especial no valor de R$ 223.590.266,00, para os fins que especifica."
"10.441, de 6.5.2002Publicada no DOU de 7.5.2002","Abre ao Orçamento Fiscal da União, em favor da Presidência da República, crédito especial no valor de R$ 6.700.000,00, para os fins que especifica."
"10.440, de 2.5.2002Publicada no DOU de 3.5.2002","Inscreve o nome de Plácido de Castro no ""Livro dos Heróis da Pátria""."
"10.439, de 30.4.2002Publicada no DOU de 2.5.2002",Institui o Dia Nacional de Prevenção e Combate à Hipertensão Arterial e dá outras providências.
"10.438, de 26.4.2002Publicada no DOU de 29.4.2002 (Edição extra)","Dispõe sobre a expansão da oferta de energia elétrica emergencial, recomposição tarifária extraordinária, cria o Programa de Incentivo às Fontes Alternativas de Energia Elétrica (Proinfa), a Conta de Desenvolvimento Energético (CDE), dispõe sobre a universalização do serviço público de energia elétrica, dá nova redação às Leis nº 9.427, de 26 de dezembro de 1996 , nº 9.648, de 27 de maio de 1998 , nº 3.890-A, de 25 de abril de 1961 , nº 5.655, de 20 de maio de 1971 , nº 5.899, de 5 de julho de 1973 , nº 9.991, de 24 de julho de 2000 , e dá outras providências. Mensagem de veto"
"10.437, de 25.4.2002Publicada no DOU de 26.4.2002","Dispõe sobre o alongamento de dívidas originárias de crédito rural, de que trata a Lei nº 9.138, de 29 de novembro de 1995 , e dá outras providências. Mensagem de veto"
"10.436, de 24.4.2002Publicada no DOU de 25.4.2002",Dispõe sobre a Língua Brasileira de Sinais - Libras e dá outras providências.
"10.435, de 24.4.2002Publicada no DOU de 25.4.2002",Dispõe sobre a transformação da Escola Federal de Engenharia de Itajubá em Universidade Federal de Itajubá - UNIFEI e dá outras providências.
"10.434, de 24.4.2002Publicada no DOU de 25.4.2002","Denomina ""Rodovia Luiz Carlos Prestes"" o trecho que especifica da rodovia BR-020, e dá outras providências."
"10.433, de 24.4.2002Publicada no DOU de 25.4.2002","Dispõe sobre a autorização para a criação do Mercado Atacadista de Energia Elétrica - MAE, pessoa jurídica de direito privado, e dá outras providências."
"10.432, de 24.4.2002Publicada no DOU de 25.4.2002","Dispõe sobre a extinção da gratificação de produção suplementar devida aos servidores da Imprensa Nacional, e dá outras providências."
"10.431, de 24.4.2002Publicada no DOU de 25.4.2002",Dispõe sobre a tributação dos planos de benefícios de caráter previdenciário.
"10.430, de 24.4.2002Publicada no DOU de 25.4.2002","Abre crédito extraordinário, em favor dos Ministérios dos Transportes e da Integração Nacional, no valor global de R$ 115.000.000,00, para os fins que especifica."
"10.429, de 24.4.2002Publicada no DOU de 25.4.2002",Institui o Auxílio-Aluno no âmbito do Projeto de Profissionalização dos Trabalhadores de Enfermagem - PROFAE.
"10.428, de 24.4.2002Publicada no DOU de 25.4.2002","Abre crédito extraordinário ao Orçamento de Investimento para 2001, em favor de diversas empresas estatais, no valor total de R$ 2.816.630.828,00, e reduz o Orçamento de Investimento das mesmas empresas no valor global de R$ 1.846.971.305,00, para os fins que especifica."
"10.427, de 24.4.2002Publicada no DOU de 25.4.2002","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 13.000.000,00, para os fins que especifica."
"10.426, de 24.4.2002Publicada no DOU de 25.4.2002",Altera a legislação tributária federal e dá outras providências.
"10.425, de 19.4.2002Publicada no DOU de 22.4.2002","Dispõe sobre a transformação da Fundação de Ensino Superior de São João del Rei em Fundação Universidade Federal de São João del Rei, e dá outras providências."
"10.424, de 15.4.2002Publicada no DOU de 16.4.2002","Acrescenta capítulo e artigo à Lei nº 8.080, de 19 de setembro de 1990 , que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento de serviços correspondentes e dá outras providências, regulamentando a assistência domiciliar no Sistema Único de Saúde."
"10.423, de 15.4.2002Publicada no DOU de 16.4.2002","Denomina ""Viaduto Luiz Philippe Pereira"" o viaduto localizado no km 404 da rodovia BR-364/163, no entroncamento com a rodovia MT-407, Rodovia dos Imigrantes, no Município de Cuiabá, Estado do Mato Grosso."
"10.422, de 15.4.2002Publicada no DOU de 16.4.2002",Autoriza doação de imóvel de propriedade do Instituto Nacional do Seguro Social.
"10.421, de 15.4.2002Publicada no DOU de 16.4.2002","Estende à mãe adotiva o direito à licença-maternidade e ao salário-maternidade, alterando a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e a Lei nº 8.213, de 24 de julho de 1991 . Mensagem de veto"
"10.420, de 10.4.2002Publicada no DOU de 11.4.2002","Cria o Fundo Seguro-Safra e institui o benefício Seguro-Safra para os agricultores familiares da Região Nordeste, do semi-árido do Estado de Minas Gerais (norte de Minas Gerais e Vale do Jequitinhonha) e da região norte do Estado do Espírito Santo, definidos na Lei nº 9.690, de 15 de julho de 1998 , nos Municípios sujeitos a estado de calamidade ou situação de emergência em razão do fenômeno da estiagem."
